address, latitude, longitude
6 Ивана Камышева, 49.993577, 36.2971781804701
30 Ивана Камышева, 49.9923014, 36.3056816597292
50 Ивана Камышева, 49.99118775, 36.3143235153409
12 Ивана Камышева, 49.99304305, 36.2985911043322
